,Syringe,H2O_mL,air_mL,eq_temp,ResetTime,DATETIME,samplenum,ENDTIME,CO2,delCO2,CH4,delCH4
5,VT007,70,70,20,8/16/2019 18:56,8/16/2019 18:56,5,8/16/2019 18:57,2615.626609,-22.0789833,7.909469294,-58.04231169
6,VT002,70,70,20,8/16/2019 18:59,8/16/2019 18:59,6,8/16/2019 18:59,2450.632703,-21.95124024,8.22263004,-59.15354718
7,VT048,70,70,20,8/16/2019 19:01,8/16/2019 19:01,7,8/16/2019 19:02,2589.679117,-21.61311428,8.198233701,-58.70874861
8,VT035,70,70,20,8/16/2019 19:03,8/16/2019 19:03,8,8/16/2019 19:04,2671.613867,-22.01428053,7.956783354,-60.502733
9,VT011,70,70,20,8/16/2019 19:05,8/16/2019 19:05,9,8/16/2019 19:06,2283.196419,-2.176967042,6.042016361,-57.19471546
10,VT041,70,70,20,8/16/2019 19:06,8/16/2019 19:06,10,8/16/2019 19:06,2286.806404,-2.016245153,6.047396294,-57.10140166
11,VT043,70,70,20,8/16/2019 19:08,8/16/2019 19:08,11,8/16/2019 19:08,1922.731688,-17.3039718,4.292080576,-59.00780994
12,VT014,70,70,20,8/16/2019 19:10,8/16/2019 19:10,12,8/16/2019 19:11,2645.402193,-22.01930007,7.821270929,-61.08541941
13,VT011,70,70,20,8/16/2019 19:13,8/16/2019 19:13,13,8/16/2019 19:13,1911.887718,-7.541503756,4.997624301,-59.36419893
14,VT008,70,70,20,8/16/2019 19:16,8/16/2019 19:16,14,8/16/2019 19:17,1761.075709,-19.39398504,5.886030728,-56.38159143
15,VT040,70,70,20,8/16/2019 19:19,8/16/2019 19:19,15,8/16/2019 19:20,1855.130156,-18.66282203,5.498591913,-59.44727372
16,VT039,70,70,20,8/16/2019 19:22,8/16/2019 19:22,16,8/16/2019 19:22,1646.070869,-15.19200858,3.565572463,-61.53106364
17,VT037,70,70,20,8/16/2019 19:24,8/16/2019 19:24,17,8/16/2019 19:24,1812.550447,-17.71963205,4.194503846,-64.65435379
18,VT004,70,70,20,8/16/2019 19:26,8/16/2019 19:26,18,8/16/2019 19:27,2443.145914,-15.54276535,8.768784218,-56.80543529
19,VT019,70,70,20,8/16/2019 19:29,8/16/2019 19:29,19,8/16/2019 19:29,1566.503933,-16.16835696,3.8691747,-61.02655199
20,VT049,70,70,20,8/16/2019 19:31,8/16/2019 19:31,20,8/16/2019 19:32,2097.346651,-17.50064338,5.107406321,-71.55941639
21,VT009,70,70,20,8/16/2019 19:34,8/16/2019 19:34,21,8/16/2019 19:34,2793.51432,-21.99662072,9.509075215,-64.59931065
22,VT010,70,70,20,8/16/2019 19:36,8/16/2019 19:36,22,8/16/2019 19:37,1650.186458,-15.56207492,4.575814858,-62.50748406
23,VT034,70,70,20,8/16/2019 19:39,8/16/2019 19:39,23,8/16/2019 19:39,2215.976784,-3.280155685,6.106470955,-60.54067372
24,VT046,70,70,20,8/16/2019 19:41,8/16/2019 19:41,24,8/16/2019 19:42,2332.318117,-19.30144357,5.94688503,-59.64585787
25,VT016,70,70,20,8/16/2019 19:43,8/16/2019 19:43,25,8/16/2019 19:44,2613.57461,-6.046949719,6.07572051,-66.61515868
26,VT025,70,70,20,8/16/2019 19:46,8/16/2019 19:46,26,8/16/2019 19:47,2614.336162,-20.48784984,9.145764568,-57.94169135
27,U002,70,70,20,8/16/2019 19:49,8/16/2019 19:49,27,8/16/2019 19:49,1608.875393,-14.6453005,4.322209108,-61.95146978
28,U035,70,70,20,8/16/2019 19:51,8/16/2019 19:51,28,8/16/2019 19:52,2284.110556,-18.03070931,4.727563234,-73.0461581
29,U028,70,70,20,8/16/2019 19:54,8/16/2019 19:54,29,8/16/2019 19:54,1543.565165,-15.87477814,4.261731628,-61.51949125
30,U030,70,70,20,8/16/2019 19:56,8/16/2019 19:56,30,8/16/2019 19:57,2070.404123,-1.880862074,5.954901577,-58.47635657
31,U033,70,70,20,8/16/2019 19:59,8/16/2019 19:59,31,8/16/2019 19:59,2336.260993,-20.92143758,6.554783343,-60.52374352
32,U014,70,70,20,8/16/2019 20:01,8/16/2019 20:01,32,8/16/2019 20:02,2918.495892,-20.69315596,13.79600205,-60.36259147
33,M54,70,70,20,8/16/2019 20:04,8/16/2019 20:04,33,8/16/2019 20:05,2649.184949,-21.6022872,16.5106189,-64.62336392
34,M36,70,70,20,8/16/2019 20:07,8/16/2019 20:07,34,8/16/2019 20:08,2530.73852,-21.37932594,5.902262425,-57.51705379
35,M122,70,70,20,8/16/2019 20:09,8/16/2019 20:09,35,8/16/2019 20:10,2698.56246,-21.51831089,6.896158508,-56.91562207
36,M3,70,70,20,8/16/2019 20:12,8/16/2019 20:12,36,8/16/2019 20:12,2932.518541,-22.50478097,8.783849084,-56.58118906
37,M7,70,70,20,8/16/2019 20:14,8/16/2019 20:14,37,8/16/2019 20:15,2877.73861,-22.50851693,8.641806117,-56.61894177
38,M29,70,70,20,8/16/2019 20:17,8/16/2019 20:17,38,8/16/2019 20:18,2606.862355,-21.60352093,11.46003373,-59.68994657
40,M37,70,70,20,8/16/2019 20:22,8/16/2019 20:22,40,8/16/2019 20:22,3052.994611,-20.90281387,34.28498389,-63.34631721
41,M12,70,70,20,8/16/2019 20:25,8/16/2019 20:25,41,8/16/2019 20:25,2517.946031,-20.0592144,6.465616435,-55.56425337
42,M95,70,70,20,8/16/2019 20:27,8/16/2019 20:27,42,8/16/2019 20:27,2848.37994,-20.5443294,6.208346208,-55.55102396
43,U011,70,70,20,8/16/2019 20:29,8/16/2019 20:29,43,8/16/2019 20:30,2081.988831,5.930709691,5.92461181,-60.16709845
44,U010,70,70,20,8/16/2019 20:32,8/16/2019 20:32,44,8/16/2019 20:32,2388.800986,-19.23752676,5.957605023,-59.81586373
45,M32,70,70,20,8/16/2019 20:34,8/16/2019 20:34,45,8/16/2019 20:35,2541.382771,-22.72360917,4.638098231,-54.91143315
46,M121,70,70,20,8/16/2019 20:37,8/16/2019 20:37,46,8/16/2019 20:38,2506.897003,-22.58677487,4.214367509,-55.45082829
47,U005,70,70,20,8/16/2019 20:40,8/16/2019 20:40,47,8/16/2019 20:40,2278.830517,-11.62149782,4.805757913,-66.79431987
48,U027,70,70,20,8/16/2019 20:43,8/16/2019 20:43,48,8/16/2019 20:43,2446.719458,-20.19690926,6.391387351,-60.01319479
49,U009,70,70,20,8/16/2019 20:45,8/16/2019 20:45,49,8/16/2019 20:46,1863.184661,-6.038156703,5.328799405,-60.66300033
50,U016,70,70,20,8/16/2019 20:47,8/16/2019 20:47,50,8/16/2019 20:48,2012.515744,-13.09531515,4.430614817,-63.27491761
51,M33,70,70,20,8/16/2019 20:50,8/16/2019 20:50,51,8/16/2019 20:50,2920.112892,-19.61943143,6.120057304,-58.07008896
52,M131,70,70,20,8/16/2019 20:53,8/16/2019 20:53,52,8/16/2019 20:53,2862.693854,-16.5834265,6.560349827,-57.14468716
53,M132,70,70,20,8/16/2019 20:55,8/16/2019 20:55,53,8/16/2019 20:56,2973.57834,-22.48785491,8.981861033,-56.92953004
54,M27,70,70,20,8/16/2019 20:58,8/16/2019 20:58,54,8/16/2019 20:58,3199.324892,-21.65786993,5.843587114,-55.3767387
55,M127,70,70,20,8/16/2019 21:00,8/16/2019 21:00,55,8/16/2019 21:01,3356.382239,-21.70096477,6.149873575,-54.24863293
56,M129,70,70,20,8/16/2019 21:03,8/16/2019 21:03,56,8/16/2019 21:03,3127.804317,-21.74579059,6.048481444,-55.15517089
57,M124,70,70,20,8/16/2019 21:05,8/16/2019 21:05,57,8/16/2019 21:06,3193.75546,-21.86970267,6.413140472,-55.3598578
58,M24,70,70,20,8/16/2019 21:10,8/16/2019 21:10,58,8/16/2019 21:10,3640.39288,-21.50489126,4.717750044,-54.87514997
59,MXX,70,70,20,8/16/2019 21:13,8/16/2019 21:13,59,8/16/2019 21:13,3205.093788,-21.51306628,6.300056638,-54.52859677
